,id,description,jobflag
1471,1471,Resolve issues and prepare status reviews and reports.,3
1472,1472,Perform automated data labeling to train AI models,1
1473,1473,Lead and participate in incident response engagements to guide clients through forensic investigations contain security incidents and guide longer-term remediation recommendations.,4
1474,1474,Participates in creation and execution of manual and automated test protocols,3
1475,1475,"Strong project management skills, problem solving/critical thinking skills, and verbal and written communication skills.",4
1476,1476,Recommend and lead changes to development and systems integration that will increase efficiency and development effectiveness.,3
1477,1477,"Design, implementation and maintenance of IP blocks in Verilog",3
1478,1478,Create enhanced technical documentation and implement changes.,3
1479,1479,Coordinate with application development teams to integrate developed models with existing applications.,2
1480,1480,Manage time effectively working on one or more concurrent projects.,3
1481,1481,"The Data Scientist will have a strong interface with biosensor and engineering teams, as well as Clinical, Quality and Regulatory as needed to support bench-top, preclinical and clinical data analysis. Ensure the type and quality of data.",1
1482,1482,Assist in training business users on data products/analytic environment.,4
1483,1483,"Analyze data from disparate sources including images, video, radar, signals and more",2
1484,1484,"Understand available data, including both in structured and unstructured formats, and recommend effective ways for storage and analytical processing in the cloud.",2
1485,1485,Design and customize software for analytical use to optimize analytical efficiency and streamline the workflow,3
1486,1486,"Build, maintain, and upgrade a platform for running machine learning models",2
1487,1487,Be responsible for embedded code and integration on the target DSP multi core.,3
1488,1488,Prior experience doing Training Delivery,4
1489,1489,Meets financial requirements by submitting information for budgets; monitoring expenses.,3
1490,1490,Develop a sound understanding of business and information technology processes,4
1491,1491,Understand the requirements of customers within the project and strives to deliver these consistently,4
1492,1492,Implement predictive modeling to create actionable outcomes,1
1493,1493,Work with the client to identify opportunities beyond the scope of the current project.,4
1494,1494,"Scope includes regional MMS Dispensing-Pyxis Capital Sales Contracts and Master Agreements for healthcare facilities including Hospitals and Regional Networks (e.g., IDN), Non-Acute facilities, etc. Excludes GPOs.",4
1495,1495,"Define, create, and improve metrics and dashboards that precisely and accurately measure the pulse of the business",1
1496,1496,Interact with and build relationships with clients and contribute to the successful winning and delivery of corporate consulting mandates,4
1497,1497,"Implements data management and reporting/analytics capabilities, including report and dashboard development using industry standard products like Jasper, Tableau, etc.",3
1498,1498,Provide input on the data architecture and be a contributor to the data governance framework for ViiV,1
1499,1499,Supports software research and development projects,3
1500,1500,"Defining tasks, timeline and required resources to deliver on the mechanical design portion of a project brief, with strong accountability for successful completion of agreed upon deliverables.",3
1501,1501,"Collaboratively work with engineers, software developers, subject matter experts, and business representatives",1
1502,1502,Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability,2
1503,1503,"Delivery: Manage and deliver components of client engagements that identify, design, and implement technology and creative business solutions for large companies. Responsibilities include, among others, identification of business requirements, functional design, process design, prototyping, testing, training, and providing post-go-live support.",4
1504,1504,Person should have strong foundation on Operating Systems concepts and C/C++ programming languages.,3
1505,1505,"Responsible for coding, bug fixes, code reviews and documentation.",3
1506,1506,"This effort will also include facilitated design workshops, change management, and communications with a wide number of stakeholders at various levels across the client",4
1507,1507,Share all knowledge and training with internal colleagues and teams,4
1508,1508,"Contribute in evolving a Customer's EAI and SOA vision by implementing methodologies, and procedures conforming to standard patterns and practices",4
1509,1509,"Verifying data quality, and/or ensuring it via data cleaning",2
1510,1510,"Participate in all corporate training, company initiatives and performance planning",3
1511,1511,Plan and estimate development tasks and work to improve performance metrics,3
1512,1512,"Provide leadership to the HR Unified Technologies organization     through mentoring, training, documenting, etc.",4
1513,1513,"Train partners, clients and end-users in both classroom and one-on-one environments",4
1514,1514,Collaborate with others in crafting and implementing your technical vision.,2
1515,1515,Install product(s) or systems at customer sites and deliver training to customers in-house or abroad,3
1516,1516,Participate in power electronics assembly process.,3
1517,1517,"Maintain highest levels of development practices including: technical design, solution development, systems configuration, test documentation/execution, issue identification and resolution, writing clean, modular, and self-sustaining code.",3
1518,1518,Lead digitization efforts to automate routine playbooks and always be on the lookout for opportunities for automation.,1
1519,1519,"Work with data engineers to retrieve, clean and normalize data. Ensure scalable and continuous high-quality data stream",1
1520,1520,Writes and executes data conversion/migration procedures for client projects,3
1521,1521,"Perform deep dive and advanced data analysis using data science, machine learning concepts and statistical methodologies by leveraging programming languages such as R, Python and AutoML tools such as Datarobot.",1
1522,1522,"Lead the research and development of advanced technologies for state-of-the-art of predictive simulation tools focusing on manufacturing capabilities. Coordinate efforts with outside partners and internal stakeholders and recommend the acquisition and development of additional software tools, equipment, and skills.",3
1523,1523,Installation and configuration and maintenance of hardware and software,3
1524,1524,"Be able to lead all aspects of development including design, task allocation, implementation, testing, documentation, ongoing support and maintenance.",3
1525,1525,"Focus on customer satisfaction, retention and brand loyalty through every customer interaction.",4
1526,1526,"Manage individual projects priorities, deadlines and deliverables with your technical expertise.",3
1527,1527,Assist Sales Representative with the creation and execution of an overall sales strategy for an account.,3
1528,1528,Examples of work include conducting Natural Language Processing or Sentiment Analyses on unstructured data sets,1
1529,1529,"Apply appropriate standards, processes, procedures, and tools throughout the development life cycle.",3
1530,1530,Provide weekly status reports - Perform regression testing and efficient O&M defect verification,3
1531,1531,"Develop and implement statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analytics",1
1532,1532,Applies knowledge of principles and techniques to solve technical problems,3
1533,1533,Translate strategic analytics requirements into Analytics tools and infrastructure,2
1534,1534,Code contributions to our deep learning framework,2
1535,1535,Create presentation dashboards and implement analytical tools to enhance action of the discoveries,4
1536,1536,"Help maintain code quality, organization, and automation",3
1537,1537,Performs any additional duties assigned.,4
1538,1538,Compare results from various methodologies and recommend best techniques to stake holders.,1
1539,1539,Is able to work productively on a geographically distributed team,2
1540,1540,"Gather input and requirements from technical staff, end users, and management",3
1541,1541,Participate in the installation of application releases into production as directed.,4
1542,1542,"Knows how to use agreed standards and tools to design, code, test, correct and document moderate-to-complex programs and scripts from agreed specifications and subsequent iterations",1
1543,1543,"Use your strong Python coding skills to research, design, develop and expand upon algorithms that will train neural networks to deliver actionable intelligence faster and more effectively",2
1544,1544,"Provide mentoring and training to peers, colleagues and partners;",4
1545,1545,"Maintain chain of custody of sampling activity, analytical data and project recordkeeping (log book) in accordance with regulatory requirements and Chubb Global Risk Advisors' recordkeeping responsibilities.",4
1546,1546,Coordinate with different functional teams to implement models and monitor outcomes.,2
1547,1547,Plan and customize products to meet customer needs,4
1548,1548,Troubleshoot and correct software defects,3
1549,1549,Defining rough technology and system requirement to solve the problems,1
1550,1550,Determine and communicate system requirements and capabilities in furtherance of the customer's mission,3
1551,1551,Incorporate SME input into feature vectors suitable for analytic development and testing,1
1552,1552,Provide on-going post implementation support to optimize user adoption and NetSuite configuration.,4
1553,1553,Lead development efforts to build efficient feature capabilities to support proper data extraction & curation for analytical purposes,2
1554,1554,Ability to work in Agile or Waterfall projects and has a thorough understanding of SDLC,4
1555,1555,Develop training materials for end users on the system changes being implemented,4
1556,1556,Maintains inventory of computer parts and log of all repairs and service performed.,4
1557,1557,Build decision engine applications that simulate supply chain activities and select the path of highest profitability,1
1558,1558,Coordinate with customers to optimize the gas processing solutions being offered.,3
1559,1559,"Actively participate as a member of our Rock Application Development team in collaborating, conceiving and developing scalable, performant, secure solutions",3
1560,1560,Work with clients to pre-verify the data elements needed,4
1561,1561,Must be highly responsive and able to produce clinical content very quickly,1
1562,1562,Create thoughtful solutions that engage and empower members to make more informed decisions about their health,1
1563,1563,"Work with key stakeholders to create, draft, and communicate implementation standards to facilitate smoother operations and improve decision making.",4
1564,1564,Conduct original research on critical technologies in computer vision and machine learning.,2
1565,1565,"Write high quality, maintainable code",3
1566,1566,Resolve Tax Reporter related issues during the year-end W-2 processing by collaborating with the respective teams,4
1567,1567,Build complex advanced-level machine learning and advanced     analytics models.,1
1568,1568,"Work in a cross-functional Scrum team, informing requirements and design and seeing it all through to implemented code in production.",3
1569,1569,Works under immediate supervision.,3
1570,1570,Develops and maintains a strong customer relationship and works to be recognized as a Trusted Advisor providing unbiased guidance,3
1571,1571,Responsible for all reporting and history updating into the NS5 planned maintenance program,3
1572,1572,"Test, debug, and refine software to meet customer requirements.",3
1573,1573,Analyze retail and market level data to develop planogram schematics utilizing JDA Space Planning software platform.,4
1574,1574,Owns the Dev-Ops function for the e-commerce development team,3
1575,1575,Produce daily metrics and reports,1
1576,1576,Log and track software change requests,3
1577,1577,Work with cloud and data architects to define robust architecture in cloud setup pipelines and work flows.,2
1578,1578,Build Novartis image analytics center of excellence to make it a team of international reputation,1
1579,1579,"Work with Managers to develop an individual career development plan focused on skills and experience enhancements, customized career development plans, and achieving developmental milestones within the practice to further your progression within the firm.",4
1580,1580,"Participates in development and preparation of design specifications and code reviews along with analyzing information to determine, recommend, and plan software requirement, specifications, and software component modifications.",3
1581,1581,"Will create business intelligence, dashboards, visualizations, and/or other advanced analytics reports to adequately tell the business narrative and offer recommendations that are practiced, actionable, and have a material impact, in addition to being well-supported by analytical models and data.",1
1582,1582,"Performs other duties as requested, direct, or assigned",3
1583,1583,Work on a team of software engineers assigned to one of the programs mentioned above.,3
1584,1584,Study and transform data science prototypes,2
1585,1585,Working with customers to define networking and cyber-security design.,3
1586,1586,Writing unit and functional tests within automated test environments to ensure code quality,3
1587,1587,"Install and configure Docker images for Telegraf, InfluxDB, Grafana, Kapacitor on AWS cloud monitoring EC2.",3
1588,1588,Work with cyber security engineers to design and develop next-generation cyber tools,3
1589,1589,Partner in development of scalable solutions using large datasets with other data scientists on the team,1
1590,1590,Creating a Data Quality Index to assess the quality of external datasets.,1
1591,1591,Troubleshoot customer problems and develop solutions,3
1592,1592,"Leverage the optimum machine learning techniques for predictions in various Business Units such as Procurement, Sales, Marketing, Operations, etc. to enhance revenue and reduce costs.",1
1593,1593,"Work closely with software engineers and architects to extract, transform and standardize data for optimal use for analytic tools",1
1594,1594,Thorough and accurate documentation of all customer inquiries and transactions.,4
1595,1595,Perform related tasks as required.,3
1596,1596,Facilitate process discussions with customer and our technical services team.,4
1597,1597,Assess the effectiveness and accuracy of new data sources and data gathering techniques,1
1598,1598,"Software development experience on real time (Linux, QNX, VxWorks) or embedded systems.",3
1599,1599,"Improve business awareness of existing Service Catalog offerings and potential IT Services to enable transparency and unprecedented levels of value and customer satisfaction. Support reporting on IT budget, cost, value, and opportunities to optimize IT spend (initiatives and support services).",4
1600,1600,Work with pre-sales personnel and channel partners to address relevant business requirements,4
1601,1601,Integrate machine learning algorithms with other applications and services,2
1602,1602,Collaborate with the digital and DSAI teams,1
1603,1603,Analyze and extract relevant information from large amounts of historical data - provide hands-on data wrangling expertise,2
1604,1604,"Design and develop machine learning applications and solutions tailored to machine health diagnostics, prognostics, and automation",2
1605,1605,"Working with version control systems (Git, TFS, Bitbucket, etc.).",3
1606,1606,Build dashboards highlighting the key trends of the data.,1
1607,1607,Translate these concept/solution ideas into testable hypotheses that address key technical risk factors.,3
1608,1608,Support ad hoc analysis requests,1
1609,1609,Document software problems and verify fixes,3
1610,1610,Write strong functional and technical specifications for client enhancements,4
1611,1611,System verification prior to system release to customer,3
1612,1612,Assist sales in the qualification of customer needs through discovery;,4
1613,1613,Deriving technical parameters and specifications from measured data,1
1614,1614,"Work as a member of an agile team to enhance and improve software written in one or more of the following languages: C#, C++, Java, Javascript, Scala, Python, Golang",3
1615,1615,Responsible for the administration and upkeep of the vessel Planned Maintenance System,3
1616,1616,Support ad hoc projects as assigned by management,4
1617,1617,"Provide solutions to business problems of prospective customers and participate in meetings, presentations, and whiteboard sessions.",4
1618,1618,"Researching, rating and implementing development tools",1
1619,1619,Travel up to 30% of the time as necessary.,3
1620,1620,"Depending on experience level, candidate will be required to produce and maintain documentation such as designs and plans. The successful candidate will be expected to provide technical and project leadership to other staff members.",3
1621,1621,Establish and maintain data dictionary,1
1622,1622,"Design, code, and test applications/executables to define requirements, and develop release documentation, as required.",3
1623,1623,Identify the most appropriate algorithm for a given data set and tune input and model parameters,1
1624,1624,"Establish a universal standard, process, and repository of predictive and machine learning models to support team documentation and organizational sharing.",1
1625,1625,"Supervise day-to-day staff management issues, including resource management, work allocation, mentoring/coaching and other duties and functions as assigned",2
1626,1626,Creating and Finding available datasets online that could be used for training,2
1627,1627,Setup of dashboards and recurring reports that provide useful ongoing updates to all businesses,1
1628,1628,"Create and deliver technical presentations to support the design and development of robot systems, including requirement and design reviews.",3
1629,1629,"Generate sales in your territory for assigned retail stores by demonstrating products, conducting store events, corporate events, and side by side selling with store personnel.",4
1630,1630,Provide management consulting advisory services in the commercial insurance industry across business functions with a focus on Risk Engineering and Underwriting,4
1631,1631,"Partner with internal data scientists, developers, and tech teams to develop new methodologies and utilities",1
1632,1632,Develop and maintain documentation to clarify architecture requirements and rationale,2
1633,1633,Use complex algorithms to develop systems & applications that deliver business functions or architectural components.,1
1634,1634,"Conduct exploratory data analysis, data munging / cleaning, and create informative visualizations",1
1635,1635,"Work with camera, laser, radar, and ultrasound data and curate datasets for machine learning.",2
1636,1636,"Design, develop, and debug automated tests for embedded software systems",3
1637,1637,Monitor network performance; troubleshooting network problems and outages,3
1638,1638,Interacting with customers to understand and pose relevant data analysis problems.,1
1639,1639,Organizing internal resources appropriate for each customer opportunity,4
1640,1640,Develop and champion best-in-class sales training,3
1641,1641,Define software requirements and test plans,3
1642,1642,"Provide oversight as well as hands-on development, leading by example.",3
1643,1643,Executes statistical and mathematical analyses to support business decision making.,1
1644,1644,Provide continuing education to the technical staff of our partners via webinars and on-site shadowing of implementations.,3
1645,1645,"Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS 'big data' technologies.",4
1646,1646,Architect software solutions and systems,3
1647,1647,Perform DevOps and orchestration for all data hub and analytical processes.,2
1648,1648,Participate in testing reviews.,3
1649,1649,"Will be required to support business development, marketing and proposal development efforts",4
1650,1650,Stays abreast of latest technology and regularly reviews potential paths of change with IT management,4
1651,1651,"Data exploration and model building targeting given CTQs (ex: field issue investigations, developing tracking filters, inspections, root cause analysis, etc.)",1
1652,1652,"Provide support for existing electronic and software products, as required by both the company and its customers. Duties will include training, technical consulting and application of technical knowledge.",3
1653,1653,Testing and debugging system behavior in collaboration with Control Engineers,3
1654,1654,Accountable for the business relationship management of assigned client counterparts and will work closely with those persons to scope and shape IT project intent that advance business value driven strategies,4
1655,1655,"Design, build, deploy, and support scalable statistical and machine learning models",1
1656,1656,"Lead and execute network, web application, wireless, and social engineering penetration tests that will vary in level of complexity from simple to potentially complex",4
1657,1657,Design and develop web-based software applications and components in various software languages,3
1658,1658,Develop multiple custom data models to drive innovative business solutions.,1
1659,1659,"Involved with the design, development, analysis, testing and debugging of computer software applications and/or systems",3
1660,1660,"Develop and update technical documentation for solution architecture, business continuity planning, and training purposes",3
1661,1661,"Reviews customer specifications and requirements, and under direction develops designs to best support them, including cost as a key design variable",3
1662,1662,Ability to learn existing training materials in order to deliver training,4
1663,1663,Follow established implementation standards and service delivery requirements.,4
1664,1664,"Helping define product features, drive the system architecture, and spearhead the best practices that enable a quality product",2
1665,1665,Be a lifelong learner and develop your skills continuously.,3
1666,1666,"Focus on building and executing against a strategy and roadmap focused on moving from monolithic, tightly coupled, batch based legacy platforms to a loosely coupled, event-driven, microservices-based architecture to meet our long term business goals.",3
1667,1667,Prepare system and programming documentation.,3
1668,1668,Provide creative direction in the development of marketing materials as needed,4
1669,1669,"Developes, updates and maintains site validation procedures and related records",3
1670,1670,"Analyze results of tests and interact with development engineers, architects/PM and test community in the resolution/root causing of test failures",3
1671,1671,Prepares accurate and complete on-site moving estimates for individuals planning to move within the state. Follows pricing guidelines as established by the company.,4
1672,1672,Work alongside the development team enhancing their product development using test automation/modeling/simulation tools,3
1673,1673,"Developing, deploying, and debugging cloud-based applications",3
1674,1674,Assisting with design changes and SW updates,3
1675,1675,Able to verify the control software in lab and support field trial,3
1676,1676,Development of mass and energy balances,3
1677,1677,Work effectively at all levels of the organization to influence     and move toward consensus.,4
1678,1678,"Build data into everything - and analyze it to find efficiencies, make automatons, and predict outcomes.",1
1679,1679,Apply Machine Learning / Artificial Intelligence to retrieve relevant results with optimal ranking.,2
1680,1680,Adherence to Standards - Ability to create solutions that adhere to and incorporate company standards.,3
1681,1681,"Become an expert who understands solar and energy efficiency, giving you the ability to show customers how to reduce their energy cost at no additional cost.",4
1682,1682,Working on audit work papers for compliance with department policy and IIA standards,4
1683,1683,"Analyze current programs including performance, diagnosis, and troubleshooting of problem programs as designed innovative solutions to improve their efficiency.",3
1684,1684,"Develop and Deploy advanced Machine Learning, Reinforcement learning and Deep Learning Models/algorithms to enhance existing business processes with predictive and intelligent decision making.",1
1685,1685,Routine software installation and upgrades,4
1686,1686,Develops materials to explain project findings.,1
1687,1687,"Identify, assess, estimate, and solve complex business challenges, where analysis of situations/scenarios or data requires an in-depth evaluation of variable factors including security.",3
1688,1688,"Evolve skills, solutions, and the organization to predictive & prescriptive analytics",1
1689,1689,Presenting results to management executives.,1
1690,1690,Understand challenges and best practices in the logistics domain and implement best in class solutions,3
1691,1691,Prepare the specifications and technical details to fully define performance of the solution.,3
1692,1692,Act as champion of the project by ensuring resolution of issues escalated by project manager or team members and raising awareness at senior level,3
1693,1693,Interact and work with open source community members,3
1694,1694,"Represent DMA as a subject matter expert on real world data, its use incl. study methodologies and capabilities.",1
1695,1695,Characterize aspects of our ML system and recommend ways it can be improved,1
1696,1696,"Problem solve with practice leaders to translate the business program into a solvable Data Science problem, formulate different approaches, outline pros and cons for each approach",1
1697,1697,"Lead major portions of large, medium and small projects",4
1698,1698,Help the team adopt SDLC Automation/DevOps to maximize ROI of technology investments Key Skills:  Proficiency in C#,3
1699,1699,Created operational runbooks for new solutions deployed within the customer environment.,4
1700,1700,"Responsible for Batch execution, monitoring and support of batch cycles across multiple test environments.",4
1701,1701,"Work in collaboration across Product, Operations and Business Development work streams to define and deliver on ambitious acquisition and conversion goals",4
1702,1702,Able to understand business drivers and challenges involved in implementation,4
1703,1703,Additional responsibilities or changes in job responsibilities may be added as the department and company changes or as needs require; this job description provide a summary of key job responsibilities.,3
1704,1704,Maintain quality and ensure responsiveness of products,3
1705,1705,Innovate with new technologies and existing strategic platforms to deliver quality products,3
1706,1706,Experience building normalized and reporting databases.,3
1707,1707,Collaborate and contribute in R&D activates via high-quality and productivity scripts;,2
1708,1708,Understand and adhere to our EHS Policy,3
1709,1709,Lead engagement efforts with Data Analysts & Data Scientists to deliver advanced AI/ML solutions,2
1710,1710,Determine each customer's vehicle needs and wants by asking questions and listening.,4
1711,1711,"Provide on-going production support in our payroll and Time Management modules, resolve tickets and collaborate with appropriate teams to implement and test system fixes",4
1712,1712,"Collects requests for new technologies, formulates solutions, estimates effort and budget, and develops business cases to support change",4
1713,1713,System modeling in Matlab and Simulink,3
1714,1714,"Partners with the Functional Solutions Architect to ensure the solutions for the finance, accounting and related business operations are sound and work well with the solutions being implemented throughout the project as a whole",4
1715,1715,Inputs into the data quality and integrity review strategy for the study.,1
1716,1716,Support the incorporation of RWE methods and perspectives into global development strategies,1
1717,1717,"Working within an engagement team, a Senior NetSuite Consultant is responsible for identifying business requirements, requirements management, functional design, prototyping, process design (including scenario design, flow mapping), testing, training, defining support procedures, leading work streams and supporting implementations",4
1718,1718,Take ownership of assigned design and development tasks for current and future generation of products,3
1719,1719,"Deliver product trainings and presentations to SMEs, IT teams, and C-suite executives",4
1720,1720,"Drive innovation by identifying and formulating new problems, publishing papers, filing patents, etc.",2
1721,1721,"Review code for team members, providing in-depth comments and constructive feedback",3
1722,1722,"Sourcing, cleansing, structuring and ingesting new data sources",1
1723,1723,Being the primary client support for Evertz' DreamCatcher product,3
1724,1724,Develop experiments to collect data or models to simulate data when required data are unavailable,1
1725,1725,Generation of product demo scripts and scenarios and maintaining demonstration environment(s);,4
1726,1726,Conduct exploratory data analysis,1
1727,1727,Represent team in portfolio prioritization discussions for each supported business team.,4
1728,1728,"Coach, mentor, and train others.",3
1729,1729,Works under close supervision,3
1730,1730,Able to quickly assess material issues based on past experience with other projects,4
1731,1731,"Lead our company and client teams to identify maximum, sustainable results.",4
1732,1732,"Determine high-level performance test scope, timeframes and environment needs",3
1733,1733,Co-work on features with global teams.,3
1734,1734,Drive tooling and infrastructure improvements for cloud-based ML deployments,2
1735,1735,Respond to customer requirements and mitigate customer needs,4
1736,1736,Providing continuous support and maintenance for numerous web properties,3
1737,1737,"Manages, evaluates quality, and optimizes spacecraft procedures, tools, and the processes needed for efficient execution of operational activities.",3
1738,1738,Utilize the latest C++ / C# techniques in code development,3
1739,1739,"Innovation: Promote a culture of innovation that shares technology effectively and responsibly; you will refine and embody a cross-functional Engineering culture that works for all departments, encouraging knowledge transfer and professional growth.",3
1740,1740,Share knowledge with other software engineers and management by documenting work,3
1741,1741,"Assist in developing software standards, measuring performance, and identifying opportunities to improve the team's capabilities for future efforts.",3
1742,1742,Write automated tests for Python code.,1
1743,1743,Leveraging relationships with referral endorser partners and key industry partners,4
1744,1744,"Maintenance, enhancement, and development of modules.",4
1745,1745,Developing the points of value to deliver throughout the HR Service Transformation effort,4
1746,1746,"Design and develop novel deep learning vision algorithms for object detection / segmentation, and related areas with state-of-the-art models. Be the lead and extremely hands-on at the same time.",2
1747,1747,"Ensure Compliance with applicable OSHA, PHMSA, FMCSA, EPA, TCEQ, Federal, State, and local requirements",4
1748,1748,"Perform scope, design and code reviews to ensure quality.",3
1749,1749,Take ownership of data models and solutions by communicating and advocating their use to the Head of People Analytics;,1
1750,1750,"Helps gather and assist PM in processing of ""time and material"" billings as required.",3
1751,1751,Working with external PCT 5G UE collaboration partners predominately Qualcomm,3
1752,1752,"Build the libraries and frameworks that support large, complex web applications for our product.",3
1753,1753,Participate in various stages of software development including deployment/trouble shooting (for current products),3
1754,1754,"Have a solid working knowledge of equipment including combustion turbines, boilers, steam turbines, generators, transformers, air quality control equipment",4
1755,1755,"Develop cloud-based SaaS applications in the saas product domain(Proto-typing, Coding, Unit Test).",3
1756,1756,"Deal with enormous amounts of video data, and developing solutions in a distributed setting",2
1757,1757,Peer review job results with colleagues.,3
1758,1758,Defines and configures our STEP platform,4
1759,1759,"Write moderately complex code/scripts to test systems, implementing test harnesses and infrastructure as necessary",3
1760,1760,"You will be responsible for innovation to evangelize our product based systems as the easiest to design with, and use, in the world",3
1761,1761,"Accountable to develop, share, and leverage best practices across IT.",4
1762,1762,"Architect, design, and develop systems software and interfaces upon which the Xcalar compute engine is built.",3
1763,1763,Experience developing applications (graphical and non-graphical) and drivers for embedded Linux,3
1764,1764,You will monitor production systems and provide on-call support.,3
1765,1765,"Research machine learning (including deep learning) approaches and apply them to tackle real-world problems in construction project life cycle, including but not limited to knowledge extraction from unstructured data, construction site object detection and tracking etc.",2
1766,1766,"Release Management: Improving release quality, tools and processes",3
1767,1767,"Innovate and recommend advanced predictive analytics, computational science, Natural Language Processing (NLP), machine learning and deep learning techniques to answer research questions and synthesize insights that achieve business objectives.",1
1768,1768,Explore the state-of-the-art technologies and apply them to deliver customer benefits.,2
1769,1769,Define and implement appropriate automation of software development and operational activities,3
1770,1770,"Lead complex, large-scale projects for our Human Capital Management and Payroll Consulting group.",4
1771,1771,"Utilize various resources to obtain regional, industry, product, cost, or competitive market information in order to create trending and analysis. Utilize internal data and database information to create trending and analysis reports.",1
1772,1772,Collaborate across multi-functional teams to identify opportunities for improving the Advanced Engineering and Modeling and Simulation Experimentation Environment and Solutions.,3
1773,1773,Ability to develop strong relationships with Customers,3
1774,1774,"Build tools and support structures needed to analyze data, perform elements of data cleaning, feature selection and feature engineering and organize experiments in conjunction with best practices.",1
1775,1775,"Working in coordination with volunteer developers, editors, and researchers to understand their needs.",2
1776,1776,Develop and manage KPIs and present channel/vertical/LOB performance to leadership,1
1777,1777,Identify performance bottlenecks and build solutions for them,2
1778,1778,"Design and develop methods, protocols, and subsequently perform product testing where appropriate to support the calibration and validation of computational models.",3
1779,1779,"At client, the Data and Analytics organization is focused on unlocking the value of client's data to support the company's Wildfire Safety Program.",1
1780,1780,Review results with customer (within 2 days of job completion  if possible).,3
1781,1781,"Design, implement, ship and maintain highly visible     consumer-facing features",2
1782,1782,Develop and implement new software solutions,3
1783,1783,Collaborators. You're a great contributor to a high performing team that accomplishes great feats for our clients.,2
1784,1784,Conduct business process mapping and requirements gathering sessions with new customers to determine configuration requirements both on-site and remote.,4
1785,1785,"Proactively works with client and Account Management to ensure eligibility, indemnity, claims and other data exchanges are managed and functioning properly, collaborating with appropriate Operational and IT partners as needed.",4
1786,1786,Prepare technical documents for module manufacture and release,3
1787,1787,"Work with our engineering and product teams, translating their requirements and applying the latest machine learning techniques to solve real business problems, improve our platform, and develop new capabilities",2
1788,1788,"Consult with the cross-functional team throughout development, testing, and roll-out to ensure designs are understood, implemented, and communicated appropriately.",4
1789,1789,"Interfacing with internal and external customers, and identifying solutions and providing consultations as needed",3
1790,1790,Develop deal-making and deal structure approach on behalf of technical and operational teams.,4
1791,1791,"Ability to work with pre-sales engineers, solution architects and business analysts to understand business context, gather requirements and define the approach to offer and integrate solutions that combines software, data and services;",3
1792,1792,Able to respond to functional and technical elements.,3
1793,1793,Provide superior client service and analyze needs to achieve sales goals,4
1794,1794,"Design, build and scale Machine Learning systems across multiple domains.",2
1795,1795,Develop a S/W testing system for an embedded Linux/Android platform applications,3
1796,1796,"Determines computer uses needs; analyzes system capabilities to resolve problems on program intent, output requirements, input data acquisition, programming techniques and control",3
1797,1797,"Actively participates in the project planning process (e.g. estimates for project plan tasks, resources, completion time, capital requirements, risks, expenses, etc.)",3
1798,1798,"Incorporate core data management competencies - data governance, data security, data quality.",4
1799,1799,Articulate business opportunities using mathematical techniques to arrive at an answer using available data for modeling.,1
1800,1800,Work with internal clients and the Data Science team to solve problems,2
1801,1801,"Assist client with the identification, prioritization, coordination, and resolution of issues among various business areas and third-party vendors that impact production and quality of system implementation efforts",4
1802,1802,Maintain clinical content over time as software changes and clinical medicine changes,1
1803,1803,Vulnerability research or software reverse engineering skills,3
1804,1804,Collaborate with external clients and internal departments to understand company needs and devise possible solutions leveraging the power of Machine Learning.,1
1805,1805,Promote a culture of collaboration and inclusiveness.,3
1806,1806,"Ensure team commitment to following the adopted SDLC, and adhering to our SOC 2 policies and controls.",3
1807,1807,"Foster a culture of continuous process improvement through feedback, and metrics.",3
1808,1808,Provide expertise on the educator persona and market positioning,4
1809,1809,Manage and document changes made to software,3
1810,1810,"Design, build, deploy, monitor and support production deployment of data science solutions",2
1811,1811,"Parse, standardize, and analyze large volumes of data",1
1812,1812,"Inspect iterative results and propose improvements to technique, tools, and process.",3
1813,1813,"Work closely with wet- and dry-lab collaborators to design, analyze, and interpret high-dimensional datasets such as pooled library NGS screening, single cell RNAseq, and proteomics.",1
1814,1814,Work with key stakeholders and understand their needs to develop advanced solutions or improve existing solutions around data and analytics.,1
1815,1815,Assess skill gaps and develop mitigation efforts including training needs.,3
1816,1816,"Design, Implement, and Support Business Intelligence reporting using advanced data visualization and analytics tools, with a specific focus in Tableau.",1
1817,1817,Develop Test Scripts to automatically test ECU functional requirements for each ECU software release,3
1818,1818,A certain degree of creativity and latitude is required,3
1819,1819,"Stay up to date with new products, features, accessories, etc., and their benefits to customers.",4
1820,1820,Partner with SIS technical data engineers and software developers to ensure that projects remain within pre-defined scope throughout development sprints,4
1821,1821,Supporting system-level integration and validation.,3
1822,1822,"Participate in projects that combine front-end clients, back-end services, and low-level applications using many different programming languages including C, Python and HTML5 on all types of Linux systems.",3
1823,1823,Software architecture and coding,3
1824,1824,Address our customers' challenging mission requirement by developing new capabilities as well as making improvements to existing systems.,2
1825,1825,May Serve as technical lead for small projects and mentor other software engineers and developers.,3
1826,1826,"Design new software features through agile development practices such as chartering, story-mapping, and regular stand-up meetings.",3
1827,1827,Works with the Lead Clinical Data manager to plan and deliver the data quality and integrity reviews to meet overall data cuts/database locks.,1
1828,1828,Designing and applying (machine learning) algorithms for extraction of information from data of any kind,1
